UID,NAME_0,NAME_1,NAME_2,GID_2,date_code,ndvi_value,date,year,source_file
MWI.6.10_1_1/1/2013,Malawi,Dedza,TA Tambala,MWI.6.10_1,001MOD13A2,0.528583173,1/1/2013,2013,new2020_ndvi.csv
MWI.7.1_1_1/1/2013,Malawi,Dowa,Dowa Boma,MWI.7.1_1,001MOD13A2,0.62304,1/1/2013,2013,new2020_ndvi.csv
MWI.7.2_1_1/1/2013,Malawi,Dowa,Mponela Urban,MWI.7.2_1,001MOD13A2,0.564125,1/1/2013,2013,new2020_ndvi.csv
MWI.7.3_1_1/1/2013,Malawi,Dowa,SC Chakhaza,MWI.7.3_1,001MOD13A2,0.553694803,1/1/2013,2013,new2020_ndvi.csv
MWI.7.4_1_1/1/2013,Malawi,Dowa,SC Kayembe,MWI.7.4_1,001MOD13A2,0.525457702,1/1/2013,2013,new2020_ndvi.csv
MWI.7.5_1_1/1/2013,Malawi,Dowa,SC Mkukula,MWI.7.5_1,001MOD13A2,0.517643807,1/1/2013,2013,new2020_ndvi.csv
MWI.7.6_1_1/1/2013,Malawi,Dowa,SC Mponela,MWI.7.6_1,001MOD13A2,0.596223239,1/1/2013,2013,new2020_ndvi.csv
MWI.7.7_1_1/1/2013,Malawi,Dowa,TA Chiwere,MWI.7.7_1,001MOD13A2,0.438091256,1/1/2013,2013,new2020_ndvi.csv
MWI.7.8_1_1/1/2013,Malawi,Dowa,TA Dzoole,MWI.7.8_1,001MOD13A2,0.552308065,1/1/2013,2013,new2020_ndvi.csv
MWI.7.9_1_1/1/2013,Malawi,Dowa,TA Msakambewa,MWI.7.9_1,001MOD13A2,0.528968848,1/1/2013,2013,new2020_ndvi.csv
MWI.8.1_1_1/1/2013,Malawi,Karonga,Karonga Town,MWI.8.1_1,001MOD13A2,0.50722,1/1/2013,2013,new2020_ndvi.csv
MWI.8.2_1_1/1/2013,Malawi,Karonga,Lake Malawi,MWI.8.2_1,001MOD13A2,0.082505915,1/1/2013,2013,new2020_ndvi.csv
MWI.8.3_1_1/1/2013,Malawi,Karonga,Nyipa N. P. - Karonga,MWI.8.3_1,001MOD13A2,0.685632553,1/1/2013,2013,new2020_ndvi.csv
MWI.8.4_1_1/1/2013,Malawi,Karonga,SC Mwakaboko,MWI.8.4_1,001MOD13A2,0.721344954,1/1/2013,2013,new2020_ndvi.csv
MWI.8.5_1_1/1/2013,Malawi,Karonga,SC Mwirang'ombe,MWI.8.5_1,001MOD13A2,0.605781081,1/1/2013,2013,new2020_ndvi.csv
MWI.8.6_1_1/1/2013,Malawi,Karonga,TA Kilupula,MWI.8.6_1,001MOD13A2,0.63099854,1/1/2013,2013,new2020_ndvi.csv
MWI.8.7_1_1/1/2013,Malawi,Karonga,TA Kyungu,MWI.8.7_1,001MOD13A2,0.663535423,1/1/2013,2013,new2020_ndvi.csv
MWI.8.8_1_1/1/2013,Malawi,Karonga,TA Wasambo,MWI.8.8_1,001MOD13A2,0.612333333,1/1/2013,2013,new2020_ndvi.csv
MWI.9.1_1_1/1/2013,Malawi,Kasungu,Kasungu Boma,MWI.9.1_1,001MOD13A2,0.375928125,1/1/2013,2013,new2020_ndvi.csv
MWI.9.2_1_1/1/2013,Malawi,Kasungu,Kasungu National Park,MWI.9.2_1,001MOD13A2,0.457732717,1/1/2013,2013,new2020_ndvi.csv
MWI.9.3_1_1/1/2013,Malawi,Kasungu,SC Chilowamatambe,MWI.9.3_1,001MOD13A2,0.584946715,1/1/2013,2013,new2020_ndvi.csv
MWI.9.4_1_1/1/2013,Malawi,Kasungu,SC Chisikwa,MWI.9.4_1,001MOD13A2,0.555866667,1/1/2013,2013,new2020_ndvi.csv
MWI.9.5_1_1/1/2013,Malawi,Kasungu,SC Kawamba,MWI.9.5_1,001MOD13A2,0.505296127,1/1/2013,2013,new2020_ndvi.csv
MWI.9.6_1_1/1/2013,Malawi,Kasungu,SC Lukwa,MWI.9.6_1,001MOD13A2,0.371839407,1/1/2013,2013,new2020_ndvi.csv
MWI.9.7_1_1/1/2013,Malawi,Kasungu,SC M'nyanja,MWI.9.7_1,001MOD13A2,0.440364082,1/1/2013,2013,new2020_ndvi.csv
MWI.9.8_1_1/1/2013,Malawi,Kasungu,SC Njombwa,MWI.9.8_1,001MOD13A2,0.527532143,1/1/2013,2013,new2020_ndvi.csv
MWI.9.9_1_1/1/2013,Malawi,Kasungu,SC Simlemba,MWI.9.9_1,001MOD13A2,0.491511985,1/1/2013,2013,new2020_ndvi.csv
MWI.9.10_1_1/1/2013,Malawi,Kasungu,TA Chulu,MWI.9.10_1,001MOD13A2,0.490851717,1/1/2013,2013,new2020_ndvi.csv
MWI.9.11_1_1/1/2013,Malawi,Kasungu,TA Kaluluma,MWI.9.11_1,001MOD13A2,0.536920904,1/1/2013,2013,new2020_ndvi.csv
MWI.9.12_1_1/1/2013,Malawi,Kasungu,TA Kaomba,MWI.9.12_1,001MOD13A2,0.35361405,1/1/2013,2013,new2020_ndvi.csv
MWI.9.13_1_1/1/2013,Malawi,Kasungu,TA Kapelula,MWI.9.13_1,001MOD13A2,0.321495088,1/1/2013,2013,new2020_ndvi.csv
MWI.9.14_1_1/1/2013,Malawi,Kasungu,TA Mwase,MWI.9.14_1,001MOD13A2,0.434808537,1/1/2013,2013,new2020_ndvi.csv
MWI.9.15_1_1/1/2013,Malawi,Kasungu,TA Santhe,MWI.9.15_1,001MOD13A2,0.512082629,1/1/2013,2013,new2020_ndvi.csv
MWI.9.16_1_1/1/2013,Malawi,Kasungu,TA Wimbe,MWI.9.16_1,001MOD13A2,0.502579821,1/1/2013,2013,new2020_ndvi.csv
MWI.10.1_1_1/1/2013,Malawi,Likoma,Lake Malawi,MWI.10.1_1,001MOD13A2,0.54168125,1/1/2013,2013,new2020_ndvi.csv
MWI.11.1_1_1/1/2013,Malawi,Lilongwe,Lilongwe City,MWI.11.1_1,001MOD13A2,0.4583808,1/1/2013,2013,new2020_ndvi.csv
MWI.11.2_1_1/1/2013,Malawi,Lilongwe,SC Chitekwele,MWI.11.2_1,001MOD13A2,0.54660125,1/1/2013,2013,new2020_ndvi.csv
MWI.11.3_1_1/1/2013,Malawi,Lilongwe,SC Mtema,MWI.11.3_1,001MOD13A2,0.351015068,1/1/2013,2013,new2020_ndvi.csv
MWI.11.4_1_1/1/2013,Malawi,Lilongwe,SC Njewa,MWI.11.4_1,001MOD13A2,0.572204545,1/1/2013,2013,new2020_ndvi.csv
MWI.11.5_1_1/1/2013,Malawi,Lilongwe,SC Tsabango,MWI.11.5_1,001MOD13A2,0.393287931,1/1/2013,2013,new2020_ndvi.csv
MWI.11.6_1_1/1/2013,Malawi,Lilongwe,TA Chadza,MWI.11.6_1,001MOD13A2,0.6586,1/1/2013,2013,new2020_ndvi.csv
MWI.11.7_1_1/1/2013,Malawi,Lilongwe,TA Chimutu,MWI.11.7_1,001MOD13A2,0.486464387,1/1/2013,2013,new2020_ndvi.csv
MWI.11.8_1_1/1/2013,Malawi,Lilongwe,TA Chiseka,MWI.11.8_1,001MOD13A2,0.703084238,1/1/2013,2013,new2020_ndvi.csv
MWI.11.9_1_1/1/2013,Malawi,Lilongwe,TA Chitukula,MWI.11.9_1,001MOD13A2,0.312971,1/1/2013,2013,new2020_ndvi.csv
MWI.11.10_1_1/1/2013,Malawi,Lilongwe,TA Kabudula,MWI.11.10_1,001MOD13A2,0.597879274,1/1/2013,2013,new2020_ndvi.csv
MWI.11.11_1_1/1/2013,Malawi,Lilongwe,TA Kalolo,MWI.11.11_1,001MOD13A2,0.669151052,1/1/2013,2013,new2020_ndvi.csv
MWI.11.12_1_1/1/2013,Malawi,Lilongwe,TA Kalumba,MWI.11.12_1,001MOD13A2,0.513078049,1/1/2013,2013,new2020_ndvi.csv
MWI.11.13_1_1/1/2013,Malawi,Lilongwe,TA Kalumbu,MWI.11.13_1,001MOD13A2,0.719440571,1/1/2013,2013,new2020_ndvi.csv
MWI.11.14_1_1/1/2013,Malawi,Lilongwe,TA Khongoni,MWI.11.14_1,001MOD13A2,0.637616939,1/1/2013,2013,new2020_ndvi.csv
MWI.11.15_1_1/1/2013,Malawi,Lilongwe,TA Malili,MWI.11.15_1,001MOD13A2,0.637098535,1/1/2013,2013,new2020_ndvi.csv
MWI.11.16_1_1/1/2013,Malawi,Lilongwe,TA Mazengera,MWI.11.16_1,001MOD13A2,0.496815541,1/1/2013,2013,new2020_ndvi.csv
MWI.12.1_1_1/1/2013,Malawi,Machinga,Lake Chilwa,MWI.12.1_1,001MOD13A2,0.103971154,1/1/2013,2013,new2020_ndvi.csv
MWI.12.2_1_1/1/2013,Malawi,Machinga,Lake Chiuta,MWI.12.2_1,001MOD13A2,0.607527083,1/1/2013,2013,new2020_ndvi.csv
MWI.12.3_1_1/1/2013,Malawi,Machinga,Liwonda National Park,MWI.12.3_1,001MOD13A2,0.67554121,1/1/2013,2013,new2020_ndvi.csv
MWI.12.4_1_1/1/2013,Malawi,Machinga,Liwonde Town,MWI.12.4_1,001MOD13A2,0.719436667,1/1/2013,2013,new2020_ndvi.csv
MWI.12.5_1_1/1/2013,Malawi,Machinga,SC Chamba,MWI.12.5_1,001MOD13A2,0.644408264,1/1/2013,2013,new2020_ndvi.csv
MWI.12.6_1_1/1/2013,Malawi,Machinga,SC Chikweo,MWI.12.6_1,001MOD13A2,0.553018339,1/1/2013,2013,new2020_ndvi.csv
MWI.12.7_1_1/1/2013,Malawi,Machinga,SC Chiwalo,MWI.12.7_1,001MOD13A2,0.464017742,1/1/2013,2013,new2020_ndvi.csv
MWI.12.8_1_1/1/2013,Malawi,Machinga,SC Mlomba,MWI.12.8_1,001MOD13A2,0.590263272,1/1/2013,2013,new2020_ndvi.csv
MWI.12.9_1_1/1/2013,Malawi,Machinga,SC Mposa,MWI.12.9_1,001MOD13A2,0.659602747,1/1/2013,2013,new2020_ndvi.csv
MWI.12.10_1_1/1/2013,Malawi,Machinga,SC Ngokwe,MWI.12.10_1,001MOD13A2,0.594494776,1/1/2013,2013,new2020_ndvi.csv
MWI.12.11_1_1/1/2013,Malawi,Machinga,SC Sitola,MWI.12.11_1,001MOD13A2,0.763541176,1/1/2013,2013,new2020_ndvi.csv
MWI.12.12_1_1/1/2013,Malawi,Machinga,TA Kawinga,MWI.12.12_1,001MOD13A2,0.605611794,1/1/2013,2013,new2020_ndvi.csv
MWI.12.13_1_1/1/2013,Malawi,Machinga,TA Liwonde,MWI.12.13_1,001MOD13A2,0.667377454,1/1/2013,2013,new2020_ndvi.csv
MWI.12.14_1_1/1/2013,Malawi,Machinga,TA Nyambi,MWI.12.14_1,001MOD13A2,0.565356333,1/1/2013,2013,new2020_ndvi.csv
MWI.13.1_1_1/1/2013,Malawi,Mangochi,Lake Malawi,MWI.13.1_1,001MOD13A2,0.123985789,1/1/2013,2013,new2020_ndvi.csv
MWI.13.2_1_1/1/2013,Malawi,Mangochi,Lake Malombe,MWI.13.2_1,001MOD13A2,0.109088968,1/1/2013,2013,new2020_ndvi.csv
MWI.13.3_1_1/1/2013,Malawi,Mangochi,Mangochi Town,MWI.13.3_1,001MOD13A2,0.60905,1/1/2013,2013,new2020_ndvi.csv
MWI.13.4_1_1/1/2013,Malawi,Mangochi,Monkey Bay Urban,MWI.13.4_1,001MOD13A2,0.617591667,1/1/2013,2013,new2020_ndvi.csv
MWI.13.5_1_1/1/2013,Malawi,Mangochi,SC Chowe,MWI.13.5_1,001MOD13A2,0.709911009,1/1/2013,2013,new2020_ndvi.csv
MWI.13.6_1_1/1/2013,Malawi,Mangochi,SC Mbwana Nyambi,MWI.13.6_1,001MOD13A2,0.617805752,1/1/2013,2013,new2020_ndvi.csv
MWI.13.7_1_1/1/2013,Malawi,Mangochi,SC Namabvi,MWI.13.7_1,001MOD13A2,0.70727963,1/1/2013,2013,new2020_ndvi.csv
MWI.13.8_1_1/1/2013,Malawi,Mangochi,TA Chimwala,MWI.13.8_1,001MOD13A2,0.634530519,1/1/2013,2013,new2020_ndvi.csv
MWI.13.9_1_1/1/2013,Malawi,Mangochi,TA Jalasi,MWI.13.9_1,001MOD13A2,0.699873278,1/1/2013,2013,new2020_ndvi.csv
MWI.13.10_1_1/1/2013,Malawi,Mangochi,TA Katuli,MWI.13.10_1,001MOD13A2,0.643329058,1/1/2013,2013,new2020_ndvi.csv
MWI.13.11_1_1/1/2013,Malawi,Mangochi,TA Makanjila,MWI.13.11_1,001MOD13A2,0.581008972,1/1/2013,2013,new2020_ndvi.csv
MWI.13.12_1_1/1/2013,Malawi,Mangochi,TA Mponda,MWI.13.12_1,001MOD13A2,0.581802219,1/1/2013,2013,new2020_ndvi.csv
MWI.13.13_1_1/1/2013,Malawi,Mangochi,TA Nankumba,MWI.13.13_1,001MOD13A2,0.599776773,1/1/2013,2013,new2020_ndvi.csv
MWI.14.1_1_1/1/2013,Malawi,Mchinji,Mchinji Boma,MWI.14.1_1,001MOD13A2,0.265671429,1/1/2013,2013,new2020_ndvi.csv
MWI.14.2_1_1/1/2013,Malawi,Mchinji,SC Dambe,MWI.14.2_1,001MOD13A2,0.523710411,1/1/2013,2013,new2020_ndvi.csv
MWI.14.3_1_1/1/2013,Malawi,Mchinji,SC Mavwere,MWI.14.3_1,001MOD13A2,0.702582487,1/1/2013,2013,new2020_ndvi.csv
MWI.14.4_1_1/1/2013,Malawi,Mchinji,SC Mduwa,MWI.14.4_1,001MOD13A2,0.476041449,1/1/2013,2013,new2020_ndvi.csv
MWI.14.5_1_1/1/2013,Malawi,Mchinji,TA Mkanda,MWI.14.5_1,001MOD13A2,0.403861153,1/1/2013,2013,new2020_ndvi.csv
MWI.14.6_1_1/1/2013,Malawi,Mchinji,TA Mlonyeni,MWI.14.6_1,001MOD13A2,0.476265639,1/1/2013,2013,new2020_ndvi.csv
MWI.14.7_1_1/1/2013,Malawi,Mchinji,TA Zulu,MWI.14.7_1,001MOD13A2,0.611256219,1/1/2013,2013,new2020_ndvi.csv
MWI.15.1_1_1/1/2013,Malawi,Mulanje,Mulanje Boma,MWI.15.1_1,001MOD13A2,0.76672,1/1/2013,2013,new2020_ndvi.csv
MWI.15.2_1_1/1/2013,Malawi,Mulanje,Mulanje Mountain Forest Reserve,MWI.15.2_1,001MOD13A2,0.61803285,1/1/2013,2013,new2020_ndvi.csv
MWI.15.3_1_1/1/2013,Malawi,Mulanje,SC Juma,MWI.15.3_1,001MOD13A2,0.571769728,1/1/2013,2013,new2020_ndvi.csv
MWI.15.4_1_1/1/2013,Malawi,Mulanje,SC Laston Njema,MWI.15.4_1,001MOD13A2,0.716946552,1/1/2013,2013,new2020_ndvi.csv
MWI.15.5_1_1/1/2013,Malawi,Mulanje,TA Chikumbu,MWI.15.5_1,001MOD13A2,0.712912977,1/1/2013,2013,new2020_ndvi.csv
MWI.15.6_1_1/1/2013,Malawi,Mulanje,TA Mabuka,MWI.15.6_1,001MOD13A2,0.716350708,1/1/2013,2013,new2020_ndvi.csv
MWI.15.7_1_1/1/2013,Malawi,Mulanje,TA Nkanda,MWI.15.7_1,001MOD13A2,0.624335032,1/1/2013,2013,new2020_ndvi.csv
MWI.15.8_1_1/1/2013,Malawi,Mulanje,TA Nthiramanja,MWI.15.8_1,001MOD13A2,0.73740303,1/1/2013,2013,new2020_ndvi.csv
MWI.16.1_1_1/1/2013,Malawi,Mwanza,Majete Game Reserve - Mwanza,MWI.16.1_1,001MOD13A2,0.721327143,1/1/2013,2013,new2020_ndvi.csv
MWI.16.2_1_1/1/2013,Malawi,Mwanza,Mwanza Boma,MWI.16.2_1,001MOD13A2,0.709691667,1/1/2013,2013,new2020_ndvi.csv
MWI.16.3_1_1/1/2013,Malawi,Mwanza,TA Kanduku,MWI.16.3_1,001MOD13A2,0.684489723,1/1/2013,2013,new2020_ndvi.csv
MWI.16.4_1_1/1/2013,Malawi,Mwanza,TA Nthache,MWI.16.4_1,001MOD13A2,0.652599597,1/1/2013,2013,new2020_ndvi.csv
MWI.17.1_1_1/1/2013,Malawi,Mzimba,Mzimba Boma,MWI.17.1_1,001MOD13A2,0.527744444,1/1/2013,2013,new2020_ndvi.csv
MWI.17.2_1_1/1/2013,Malawi,Mzimba,Mzuzu City,MWI.17.2_1,001MOD13A2,0.506954167,1/1/2013,2013,new2020_ndvi.csv
MWI.17.3_1_1/1/2013,Malawi,Mzimba,SC Jaravikuba Munthali,MWI.17.3_1,001MOD13A2,0.596542857,1/1/2013,2013,new2020_ndvi.csv
MWI.17.4_1_1/1/2013,Malawi,Mzimba,SC Kampingo Sibande,MWI.17.4_1,001MOD13A2,0.638086303,1/1/2013,2013,new2020_ndvi.csv
MWI.17.5_1_1/1/2013,Malawi,Mzimba,SC Khosolo Gwaza Jere,MWI.17.5_1,001MOD13A2,0.620196044,1/1/2013,2013,new2020_ndvi.csv
MWI.17.6_1_1/1/2013,Malawi,Mzimba,TA Chindi,MWI.17.6_1,001MOD13A2,0.51417515,1/1/2013,2013,new2020_ndvi.csv
MWI.17.7_1_1/1/2013,Malawi,Mzimba,TA M'Mbelwa,MWI.17.7_1,001MOD13A2,0.491385947,1/1/2013,2013,new2020_ndvi.csv
MWI.17.8_1_1/1/2013,Malawi,Mzimba,TA Mabulabo,MWI.17.8_1,001MOD13A2,0.549977344,1/1/2013,2013,new2020_ndvi.csv
MWI.17.9_1_1/1/2013,Malawi,Mzimba,TA Mpherembe,MWI.17.9_1,001MOD13A2,0.540196791,1/1/2013,2013,new2020_ndvi.csv
MWI.17.10_1_1/1/2013,Malawi,Mzimba,TA Mtwalo,MWI.17.10_1,001MOD13A2,0.58985875,1/1/2013,2013,new2020_ndvi.csv
MWI.17.11_1_1/1/2013,Malawi,Mzimba,TA Mzikubola,MWI.17.11_1,001MOD13A2,0.614909237,1/1/2013,2013,new2020_ndvi.csv
MWI.17.12_1_1/1/2013,Malawi,Mzimba,TA Mzukuzuku,MWI.17.12_1,001MOD13A2,0.515481304,1/1/2013,2013,new2020_ndvi.csv
MWI.17.13_1_1/1/2013,Malawi,Mzimba,Vwaza Marsh Game Reserve - Mzimba,MWI.17.13_1,001MOD13A2,0.685103876,1/1/2013,2013,new2020_ndvi.csv
MWI.18.1_1_1/1/2013,Malawi,Neno,Majete Game Reserve - Neno,MWI.18.1_1,001MOD13A2,0.806030769,1/1/2013,2013,new2020_ndvi.csv
MWI.18.2_1_1/1/2013,Malawi,Neno,TA Dambe,MWI.18.2_1,001MOD13A2,0.683859009,1/1/2013,2013,new2020_ndvi.csv
MWI.18.3_1_1/1/2013,Malawi,Neno,TA Mlauli,MWI.18.3_1,001MOD13A2,0.74933898,1/1/2013,2013,new2020_ndvi.csv
MWI.18.4_1_1/1/2013,Malawi,Neno,TA Ngozi,MWI.18.4_1,001MOD13A2,0.718655986,1/1/2013,2013,new2020_ndvi.csv
MWI.18.5_1_1/1/2013,Malawi,Neno,TA Symon,MWI.18.5_1,001MOD13A2,0.739480845,1/1/2013,2013,new2020_ndvi.csv
MWI.19.1_1_1/1/2013,Malawi,Nkhata Bay,Lake Malawi,MWI.19.1_1,001MOD13A2,0.127848702,1/1/2013,2013,new2020_ndvi.csv
MWI.19.2_1_1/1/2013,Malawi,Nkhata Bay,SC Fukamalaza,MWI.19.2_1,001MOD13A2,0.7611975,1/1/2013,2013,new2020_ndvi.csv
MWI.19.3_1_1/1/2013,Malawi,Nkhata Bay,SC Malanda,MWI.19.3_1,001MOD13A2,0.738727972,1/1/2013,2013,new2020_ndvi.csv
MWI.19.4_1_1/1/2013,Malawi,Nkhata Bay,SC Nyaluwanga,MWI.19.4_1,001MOD13A2,0.700044444,1/1/2013,2013,new2020_ndvi.csv
MWI.19.5_1_1/1/2013,Malawi,Nkhata Bay,SC Zilakoma,MWI.19.5_1,001MOD13A2,0.672593932,1/1/2013,2013,new2020_ndvi.csv
MWI.19.6_1_1/1/2013,Malawi,Nkhata Bay,TA Fukamapiri,MWI.19.6_1,001MOD13A2,0.774713333,1/1/2013,2013,new2020_ndvi.csv
MWI.19.7_1_1/1/2013,Malawi,Nkhata Bay,TA Kabunduli,MWI.19.7_1,001MOD13A2,0.670363197,1/1/2013,2013,new2020_ndvi.csv
